iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2014_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
mos,Latn,mos_Latn,Mossi, ,Zs,SPACE,2092866,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",420,25186,1779,39626,17715,78073,907602,859736,87700,57616,17413
mos,Latn,mos_Latn,Mossi,a,Ll,LATIN SMALL LETTER A,955606,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",180,4365,577,17844,8357,37318,409796,398246,39792,29646,9485
mos,Latn,mos_Latn,Mossi,n,Ll,LATIN SMALL LETTER N,697879,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",155,4117,556,12715,5993,26203,299936,292386,30895,18232,6691
mos,Latn,mos_Latn,Mossi,e,Ll,LATIN SMALL LETTER E,525725,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",111,5126,340,9704,5319,31382,222293,207586,26423,12690,4751
mos,Latn,mos_Latn,Mossi,s,Ll,LATIN SMALL LETTER S,396794,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",56,2953,326,5614,3151,19943,171286,159797,20125,9650,3893
mos,Latn,mos_Latn,Mossi,o,Ll,LATIN SMALL LETTER O,330938,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",68,2631,303,5239,3100,18734,142183,130185,16571,8144,3780
mos,Latn,mos_Latn,Mossi,t,Ll,LATIN SMALL LETTER T,328759,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",59,3364,162,5035,3302,16864,140896,132171,16069,7253,3584
mos,Latn,mos_Latn,Mossi,m,Ll,LATIN SMALL LETTER M,316339,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",38,1264,168,6971,2479,10365,136311,134374,12401,9003,2965
mos,Latn,mos_Latn,Mossi,g,Ll,LATIN SMALL LETTER G,309924,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",55,915,202,5242,2790,11248,133757,130110,12972,9541,3092
mos,Latn,mos_Latn,Mossi,b,Ll,LATIN SMALL LETTER B,290294,11,"2013,2014,2016,2017,2018,2019,2020,2021,2022,2023,2024",24,657,166,6073,2270,9667,123470,124954,11939,8436,2638
