iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2015_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
rad,Latn,rad_Latn,Rade, ,Zs,SPACE,761253,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",248,93,2208,15053,134004,41033,382529,44579,95720,45786
rad,Latn,rad_Latn,Rade,n,Ll,LATIN SMALL LETTER N,261304,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",95,43,823,5264,49123,14055,134014,13785,29791,14311
rad,Latn,rad_Latn,Rade,a,Ll,LATIN SMALL LETTER A,217912,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",91,32,895,4481,40621,12168,112241,11375,24043,11965
rad,Latn,rad_Latn,Rade,i,Ll,LATIN SMALL LETTER I,215483,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",78,18,576,4466,36271,11705,108550,12892,27830,13097
rad,Latn,rad_Latn,Rade,h,Ll,LATIN SMALL LETTER H,210221,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",53,18,475,4444,37932,11908,109218,10831,24046,11296
rad,Latn,rad_Latn,Rade,k,Ll,LATIN SMALL LETTER K,135979,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",47,6,495,2806,24056,7521,67058,8014,17429,8547
rad,Latn,rad_Latn,Rade,g,Ll,LATIN SMALL LETTER G,134928,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",57,27,415,2600,23936,7335,67270,7960,17049,8279
rad,Latn,rad_Latn,Rade,ă,Ll,LATIN SMALL LETTER A WITH BREVE,134223,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",38,7,135,2587,23649,7345,67314,7735,17297,8116
rad,Latn,rad_Latn,Rade,l,Ll,LATIN SMALL LETTER L,132928,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",59,5,337,2775,22095,6759,64778,8625,18522,8973
rad,Latn,rad_Latn,Rade,u,Ll,LATIN SMALL LETTER U,119738,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",50,4,430,2359,20371,6500,62415,6628,13988,6993
rad,Latn,rad_Latn,Rade,m,Ll,LATIN SMALL LETTER M,113430,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",37,24,299,2226,19216,5890,54642,7667,16169,7260
rad,Latn,rad_Latn,Rade,e,Ll,LATIN SMALL LETTER E,101108,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",46,11,395,2190,17447,5442,49999,6075,13225,6278
rad,Latn,rad_Latn,Rade,d,Ll,LATIN SMALL LETTER D,76433,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",25,15,275,1563,13555,4375,39919,4096,8479,4131
rad,Latn,rad_Latn,Rade,r,Ll,LATIN SMALL LETTER R,75973,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",55,13,311,1520,13439,3966,37037,4740,9956,4936
rad,Latn,rad_Latn,Rade,ê,Ll,LATIN SMALL LETTER E WITH CIRCUMFLEX,71889,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",11,7,117,1454,11587,3596,35062,4929,10296,4830
rad,Latn,rad_Latn,Rade,t,Ll,LATIN SMALL LETTER T,68284,10,"2013,2015,2017,2018,2019,2020,2021,2022,2023,2024",35,7,182,1416,11397,3645,34549,4096,8932,4025
