iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
alt,Cyrl,alt_Cyrl,Southern Altai, ,Zs,SPACE,2161666,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1398,5708,135238,507651,159501,158812,696621,289435,188451,18851
alt,Cyrl,alt_Cyrl,Southern Altai,а,Ll,CYRILLIC SMALL LETTER A,1540514,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1084,4403,84992,361420,112891,114776,504692,205832,136308,14116
alt,Cyrl,alt_Cyrl,Southern Altai,е,Ll,CYRILLIC SMALL LETTER IE,945220,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",526,2519,57519,205542,65870,71603,318950,132593,82712,7386
alt,Cyrl,alt_Cyrl,Southern Altai,р,Ll,CYRILLIC SMALL LETTER ER,883022,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",635,2634,52273,193250,61732,67123,303877,119061,74946,7491
alt,Cyrl,alt_Cyrl,Southern Altai,н,Ll,CYRILLIC SMALL LETTER EN,857335,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",480,2459,49758,191129,60068,64580,283159,119259,79183,7260
alt,Cyrl,alt_Cyrl,Southern Altai,ы,Ll,CYRILLIC SMALL LETTER YERU,766868,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",539,2397,45729,184817,53353,55840,249649,101088,67143,6313
alt,Cyrl,alt_Cyrl,Southern Altai,и,Ll,CYRILLIC SMALL LETTER I,759877,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",567,2081,43968,154531,52961,58971,261071,110209,68820,6698
alt,Cyrl,alt_Cyrl,Southern Altai,л,Ll,CYRILLIC SMALL LETTER EL,747763,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",541,2046,42717,158904,51004,56570,255134,106328,67886,6633
alt,Cyrl,alt_Cyrl,Southern Altai,т,Ll,CYRILLIC SMALL LETTER TE,711871,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",450,2085,35291,155986,51651,53802,246046,97141,63398,6021
alt,Cyrl,alt_Cyrl,Southern Altai,о,Ll,CYRILLIC SMALL LETTER O,673506,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",442,1904,34374,136718,48254,50805,231047,100796,63983,5183
alt,Cyrl,alt_Cyrl,Southern Altai,к,Ll,CYRILLIC SMALL LETTER KA,671837,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",515,1991,35874,160428,47808,50004,220601,89577,59169,5870
alt,Cyrl,alt_Cyrl,Southern Altai,д,Ll,CYRILLIC SMALL LETTER DE,571254,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",327,1452,35493,127989,39731,43123,192590,76381,49452,4716
alt,Cyrl,alt_Cyrl,Southern Altai,у,Ll,CYRILLIC SMALL LETTER U,473473,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",328,1542,29109,104142,32555,35905,162349,63664,39438,4441
alt,Cyrl,alt_Cyrl,Southern Altai,г,Ll,CYRILLIC SMALL LETTER GHE,333459,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",185,793,21666,75178,21566,25612,111753,46575,27488,2643
alt,Cyrl,alt_Cyrl,Southern Altai,б,Ll,CYRILLIC SMALL LETTER BE,328110,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",176,995,19655,78864,22965,24781,108162,42886,26808,2818
