iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
wls,Latn,wls_Latn,Wallisian, ,Zs,SPACE,68499,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",949,4828,21935,3719,370,917,8085,20641,7055
wls,Latn,wls_Latn,Wallisian,a,Ll,LATIN SMALL LETTER A,44736,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",627,2867,14948,2644,272,609,4920,13369,4480
wls,Latn,wls_Latn,Wallisian,e,Ll,LATIN SMALL LETTER E,32629,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",381,2571,9629,1720,182,480,3980,10272,3414
wls,Latn,wls_Latn,Wallisian,i,Ll,LATIN SMALL LETTER I,24809,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",364,1660,7757,1337,86,364,2926,7699,2616
wls,Latn,wls_Latn,Wallisian,t,Ll,LATIN SMALL LETTER T,21972,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",248,1580,7068,1251,95,259,2468,6869,2134
wls,Latn,wls_Latn,Wallisian,o,Ll,LATIN SMALL LETTER O,21235,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",346,1447,6771,1054,115,261,2264,6680,2297
wls,Latn,wls_Latn,Wallisian,u,Ll,LATIN SMALL LETTER U,16428,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",258,1197,5480,836,127,237,1990,4714,1589
wls,Latn,wls_Latn,Wallisian,n,Ll,LATIN SMALL LETTER N,11978,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",135,1092,3148,620,77,170,1452,4306,978
wls,Latn,wls_Latn,Wallisian,k,Ll,LATIN SMALL LETTER K,11097,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",167,555,3428,376,51,178,1519,3491,1332
wls,Latn,wls_Latn,Wallisian,l,Ll,LATIN SMALL LETTER L,11062,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",204,1054,2520,391,103,148,1383,3968,1291
wls,Latn,wls_Latn,Wallisian,m,Ll,LATIN SMALL LETTER M,8358,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",174,597,2631,449,48,117,780,2741,821
wls,Latn,wls_Latn,Wallisian,ʼ,Lm,MODIFIER LETTER APOSTROPHE,7540,3,"2017,2018,2019",0,150,6648,742,0,0,0,0,0
wls,Latn,wls_Latn,Wallisian,h,Ll,LATIN SMALL LETTER H,7307,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",77,436,2504,496,16,86,626,2462,604
wls,Latn,wls_Latn,Wallisian,f,Ll,LATIN SMALL LETTER F,6754,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",141,505,2152,289,47,102,487,2271,760
wls,Latn,wls_Latn,Wallisian,r,Ll,LATIN SMALL LETTER R,5827,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",75,711,1335,607,45,76,1298,1574,106
wls,Latn,wls_Latn,Wallisian,p,Ll,LATIN SMALL LETTER P,5384,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",60,441,1462,321,31,103,729,1758,479
wls,Latn,wls_Latn,Wallisian,s,Ll,LATIN SMALL LETTER S,5164,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",112,807,554,237,58,97,864,2008,427
wls,Latn,wls_Latn,Wallisian,g,Ll,LATIN SMALL LETTER G,4109,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",38,338,965,161,25,52,486,1589,455
wls,Latn,wls_Latn,Wallisian,.,Po,FULL STOP,3726,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",89,318,926,178,14,41,465,1408,287
wls,Latn,wls_Latn,Wallisian,',Po,APOSTROPHE,3313,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",46,113,13,17,19,62,155,1772,1116
wls,Latn,wls_Latn,Wallisian,v,Ll,LATIN SMALL LETTER V,2476,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",38,217,543,107,17,38,348,869,299
wls,Latn,wls_Latn,Wallisian,",",Po,COMMA,2361,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",37,213,872,123,29,21,266,652,148
wls,Latn,wls_Latn,Wallisian,ā,Ll,LATIN SMALL LETTER A WITH MACRON,2034,7,"2017,2018,2019,2021,2022,2023,2024",0,3,928,282,0,5,27,573,216
wls,Latn,wls_Latn,Wallisian,d,Ll,LATIN SMALL LETTER D,1882,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",31,318,149,119,21,56,334,801,53
wls,Latn,wls_Latn,Wallisian,c,Ll,LATIN SMALL LETTER C,1631,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",45,291,109,114,15,38,229,749,41
wls,Latn,wls_Latn,Wallisian,’,Pf,RIGHT SINGLE QUOTATION MARK,1310,7,"2017,2018,2019,2021,2022,2023,2024",0,127,224,128,0,17,391,402,21
wls,Latn,wls_Latn,Wallisian,K,Lu,LATIN CAPITAL LETTER K,1197,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",9,62,373,37,5,11,182,353,165
wls,Latn,wls_Latn,Wallisian,T,Lu,LATIN CAPITAL LETTER T,1194,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",20,106,349,105,1,9,231,290,83
wls,Latn,wls_Latn,Wallisian,A,Lu,LATIN CAPITAL LETTER A,1130,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",40,37,304,39,4,16,323,269,98
wls,Latn,wls_Latn,Wallisian,1,Nd,DIGIT ONE,922,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",2,37,293,59,9,13,102,257,150
wls,Latn,wls_Latn,Wallisian,E,Lu,LATIN CAPITAL LETTER E,921,8,"2013,2017,2018,2019,2021,2022,2023,2024",41,53,294,56,0,16,168,241,52
wls,Latn,wls_Latn,Wallisian,N,Lu,LATIN CAPITAL LETTER N,885,8,"2013,2017,2018,2019,2021,2022,2023,2024",23,51,178,62,0,10,154,272,135
wls,Latn,wls_Latn,Wallisian,M,Lu,LATIN CAPITAL LETTER M,740,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",151,40,95,49,2,6,117,166,114
wls,Latn,wls_Latn,Wallisian,S,Lu,LATIN CAPITAL LETTER S,714,8,"2013,2017,2018,2019,2021,2022,2023,2024",8,35,251,37,0,8,103,174,98
wls,Latn,wls_Latn,Wallisian,F,Lu,LATIN CAPITAL LETTER F,704,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",17,36,145,45,15,8,43,276,119
wls,Latn,wls_Latn,Wallisian,P,Lu,LATIN CAPITAL LETTER P,668,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",13,26,126,34,3,12,142,198,114
wls,Latn,wls_Latn,Wallisian,:,Po,COLON,655,7,"2017,2018,2019,2021,2022,2023,2024",0,23,186,32,0,3,57,319,35
wls,Latn,wls_Latn,Wallisian,ō,Ll,LATIN SMALL LETTER O WITH MACRON,618,5,"2018,2019,2022,2023,2024",0,0,361,112,0,0,4,99,42
wls,Latn,wls_Latn,Wallisian,I,Lu,LATIN CAPITAL LETTER I,616,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",43,37,128,34,4,14,146,159,51
wls,Latn,wls_Latn,Wallisian,-,Pd,HYPHEN-MINUS,566,8,"2013,2017,2018,2019,2021,2022,2023,2024",2,36,115,28,0,5,199,106,75
wls,Latn,wls_Latn,Wallisian,2,Nd,DIGIT TWO,554,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",2,26,148,36,4,16,63,170,89
wls,Latn,wls_Latn,Wallisian,b,Ll,LATIN SMALL LETTER B,548,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",13,117,56,36,3,18,45,246,14
wls,Latn,wls_Latn,Wallisian,0,Nd,DIGIT ZERO,521,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",1,33,75,42,6,20,47,212,85
wls,Latn,wls_Latn,Wallisian,U,Lu,LATIN CAPITAL LETTER U,498,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",16,18,113,17,9,8,72,175,70
wls,Latn,wls_Latn,Wallisian,y,Ll,LATIN SMALL LETTER Y,497,8,"2013,2017,2018,2019,2021,2022,2023,2024",1,79,59,30,0,3,23,278,24
wls,Latn,wls_Latn,Wallisian,é,Ll,LATIN SMALL LETTER E WITH ACUTE,481,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",34,113,23,13,8,22,146,111,11
wls,Latn,wls_Latn,Wallisian,w,Ll,LATIN SMALL LETTER W,409,7,"2017,2018,2019,2021,2022,2023,2024",0,84,53,28,0,3,28,205,8
wls,Latn,wls_Latn,Wallisian,ē,Ll,LATIN SMALL LETTER E WITH MACRON,397,5,"2018,2019,2022,2023,2024",0,0,239,45,0,0,6,72,35
wls,Latn,wls_Latn,Wallisian,L,Lu,LATIN CAPITAL LETTER L,371,9,"2013,2017,2018,2019,2020,2021,2022,2023,2024",20,31,76,13,3,12,63,110,43
wls,Latn,wls_Latn,Wallisian,H,Lu,LATIN CAPITAL LETTER H,355,8,"2013,2017,2018,2019,2021,2022,2023,2024",7,6,69,19,0,2,78,136,38
wls,Latn,wls_Latn,Wallisian,(,Ps,LEFT PARENTHESIS,342,7,"2017,2018,2019,2021,2022,2023,2024",0,18,103,23,0,1,19,139,39
wls,Latn,wls_Latn,Wallisian,),Pe,RIGHT PARENTHESIS,341,7,"2017,2018,2019,2021,2022,2023,2024",0,17,103,23,0,1,19,139,39
wls,Latn,wls_Latn,Wallisian,O,Lu,LATIN CAPITAL LETTER O,339,8,"2013,2017,2018,2019,2021,2022,2023,2024",31,18,140,15,0,8,49,44,34
wls,Latn,wls_Latn,Wallisian,9,Nd,DIGIT NINE,317,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,11,55,11,3,5,23,120,89
wls,Latn,wls_Latn,Wallisian,8,Nd,DIGIT EIGHT,314,8,"2017,2018,2019,2020,2021,2022,2023,2024",0,4,46,22,1,4,51,109,77
wls,Latn,wls_Latn,Wallisian,3,Nd,DIGIT THREE,269,7,"2017,2018,2019,2021,2022,2023,2024",0,7,96,9,0,3,38,67,49
wls,Latn,wls_Latn,Wallisian,ä,Ll,LATIN SMALL LETTER A WITH DIAERESIS,269,5,"2017,2018,2019,2022,2023",0,1,1,1,0,0,262,4,0
wls,Latn,wls_Latn,Wallisian,4,Nd,DIGIT FOUR,225,7,"2017,2018,2019,2021,2022,2023,2024",0,16,61,18,0,4,27,52,47
