iso_639_3,script,language_code,language_name,character,unicode_category,unicode_name,total_frequency_all_time,time_periods_with_data_count,time_periods_list,year_2013_frequency,year_2016_frequency,year_2017_frequency,year_2018_frequency,year_2019_frequency,year_2020_frequency,year_2021_frequency,year_2022_frequency,year_2023_frequency,year_2024_frequency
bci,Latn,bci_Latn,Baoulé, ,Zs,SPACE,1347375,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",5710,524622,192338,10454,266670,784,13855,128684,167481,36777
bci,Latn,bci_Latn,Baoulé,n,Ll,LATIN SMALL LETTER N,777808,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2665,294667,109892,6085,158044,508,7685,78156,97811,22295
bci,Latn,bci_Latn,Baoulé,a,Ll,LATIN SMALL LETTER A,475934,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",2218,182820,68628,3622,93849,351,5124,45973,59931,13418
bci,Latn,bci_Latn,Baoulé,i,Ll,LATIN SMALL LETTER I,375484,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1372,145953,50060,2604,77067,237,3995,34916,48836,10444
bci,Latn,bci_Latn,Baoulé,ɛ,Ll,LATIN SMALL LETTER OPEN E,280949,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",467,113931,39733,2163,53985,143,2489,25495,35043,7500
bci,Latn,bci_Latn,Baoulé,u,Ll,LATIN SMALL LETTER U,250770,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1021,95180,35630,1830,50568,220,2498,25454,31260,7109
bci,Latn,bci_Latn,Baoulé,e,Ll,LATIN SMALL LETTER E,235427,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1038,90193,36462,1905,46537,176,2977,20836,29038,6265
bci,Latn,bci_Latn,Baoulé,l,Ll,LATIN SMALL LETTER L,215926,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1018,85414,30078,1660,41924,157,2203,19767,27710,5995
bci,Latn,bci_Latn,Baoulé,k,Ll,LATIN SMALL LETTER K,193847,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",1010,74892,27411,1419,39220,100,2139,18247,23751,5658
bci,Latn,bci_Latn,Baoulé,’,Pf,RIGHT SINGLE QUOTATION MARK,182840,9,"2016,2017,2018,2019,2020,2021,2022,2023,2024",0,71504,25996,1510,36336,82,1683,17027,23418,5284
bci,Latn,bci_Latn,Baoulé,s,Ll,LATIN SMALL LETTER S,160220,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",691,61974,22077,1283,32074,122,1766,16090,19894,4249
bci,Latn,bci_Latn,Baoulé,m,Ll,LATIN SMALL LETTER M,152903,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",603,56452,20334,1177,31996,73,1531,15959,20399,4379
bci,Latn,bci_Latn,Baoulé,b,Ll,LATIN SMALL LETTER B,151657,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",781,57656,22091,1283,30638,108,1265,13958,19617,4260
bci,Latn,bci_Latn,Baoulé,ɔ,Ll,LATIN SMALL LETTER OPEN O,146074,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",849,58189,19806,1125,28892,42,1291,13784,18318,3778
bci,Latn,bci_Latn,Baoulé,w,Ll,LATIN SMALL LETTER W,95286,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",599,37081,13225,800,18965,80,1062,9415,11342,2717
bci,Latn,bci_Latn,Baoulé,o,Ll,LATIN SMALL LETTER O,91378,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",284,38092,13202,626,16507,102,1254,7621,11121,2569
bci,Latn,bci_Latn,Baoulé,.,Po,FULL STOP,83199,10,"2013,2016,2017,2018,2019,2020,2021,2022,2023,2024",169,31530,11777,674,16945,41,917,7704,11069,2373
